,rf1_log,rf2_log,rf3_log,rf4_log,rf5_log,rf6_log,rf7_log,rf8_log,rf9_log,proba
146,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.022222222222222223
147,0.0,0.1,0.1,0.3,0.2,0.0,0.1,0.2,0.1,0.12222222222222223
148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
150,0.1,0.2,0.0,0.2,0.1,0.4,0.0,0.1,0.1,0.13333333333333336
151,0.0,0.0,0.2,0.3,0.2,0.1,0.3,0.1,0.0,0.13333333333333333
152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.022222222222222223
154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
156,0.2,0.3,0.2,0.3,0.4,0.8,0.2,0.1,0.4,0.32222222222222224
157,0.6,0.6,0.2,0.2,0.2,0.2,0.6,0.8,0.4,0.42222222222222217
158,0.0,0.0,0.0,0.0,0.1,0.3,0.1,0.1,0.0,0.06666666666666667
159,0.0,0.1,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.03333333333333334
160,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
161,0.7,0.6,0.7,0.2,0.2,0.0,0.0,0.2,0.8,0.3777777777777778
162,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.022222222222222223
163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.011111111111111112
164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.011111111111111112
166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
169,0.2,0.3,0.2,0.2,0.2,0.4,0.2,0.4,0.8,0.32222222222222224
170,0.1,0.0,0.4,0.1,0.0,0.1,0.3,0.7,0.8,0.2777777777777778
171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
173,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.011111111111111112
174,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.022222222222222223
175,0.2,0.2,0.1,0.2,0.0,0.0,0.0,0.1,0.2,0.1111111111111111
176,0.7,0.6,0.4,0.5,0.6,0.1,0.1,0.1,0.3,0.37777777777777777
177,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.011111111111111112
178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
179,0.0,0.0,0.0,0.3,0.1,0.3,0.1,0.0,0.2,0.1111111111111111
180,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011111111111111112
181,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.011111111111111112
182,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.011111111111111112
183,0.0,0.0,0.1,0.1,0.1,0.1,0.2,0.3,0.4,0.1444444444444445
184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
185,0.0,0.0,0.2,0.0,0.1,0.1,0.1,0.2,0.2,0.09999999999999999
186,0.0,0.0,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.03333333333333334
187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
189,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.022222222222222223
190,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
191,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.011111111111111112
192,0.3,0.6,0.2,0.1,0.1,0.5,0.8,0.1,0.4,0.34444444444444444
193,0.0,0.6,0.1,0.0,0.0,0.0,0.1,0.1,0.2,0.1222222222222222
194,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.022222222222222223
195,0.4,0.5,0.6,0.5,0.2,0.0,0.1,0.3,0.3,0.3222222222222222
196,0.3,0.3,0.3,0.7,0.9,0.4,0.5,0.6,0.5,0.5
197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200,0.3,0.3,0.1,0.2,0.4,0.5,0.4,0.7,0.8,0.41111111111111104
201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.022222222222222223
205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
206,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.0,0.4,0.07777777777777778
207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
211,0.1,0.2,0.1,0.1,0.1,0.7,0.4,0.4,0.6,0.3
212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
214,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.3,0.0,0.044444444444444446
215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
216,0.1,0.1,0.1,0.2,0.3,0.3,0.2,0.4,0.5,0.24444444444444446
217,0.2,0.1,0.4,0.6,0.2,0.2,0.2,0.2,0.3,0.26666666666666666
218,0.0,0.0,0.0,0.0,0.0,0.2,0.1,0.8,0.4,0.16666666666666666
219,0.1,0.2,0.4,0.2,0.2,0.9,0.4,0.6,0.8,0.4222222222222222
220,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.011111111111111112
222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.011111111111111112
225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.022222222222222223
226,0.6,0.4,0.3,0.3,0.5,0.6,0.3,0.2,0.8,0.4444444444444444
227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
229,0.0,0.1,0.2,0.1,0.1,0.1,0.0,0.0,0.0,0.06666666666666667
230,0.0,0.1,0.7,0.7,0.7,0.8,0.6,0.3,0.7,0.5111111111111111
231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
233,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.1,0.4,0.07777777777777778
234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
235,0.4,0.2,0.2,0.4,0.3,0.4,0.1,0.7,0.5,0.35555555555555557
236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
237,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.1,0.0,0.03333333333333334
238,0.0,0.3,0.6,0.0,0.5,0.2,0.2,0.1,0.1,0.2222222222222222
239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
240,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
243,0.1,0.0,0.0,0.1,0.0,0.2,0.1,0.0,0.3,0.08888888888888889
244,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.2,0.1,0.044444444444444446
245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
247,0.0,0.2,0.2,0.2,0.2,0.1,0.0,0.0,0.0,0.1
248,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.011111111111111112
249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
250,0.1,0.0,0.0,0.0,0.0,0.2,0.0,0.1,0.0,0.044444444444444446
251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
252,0.4,0.2,0.2,0.3,0.5,0.6,0.4,0.5,0.4,0.3888888888888889
253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
254,0.0,0.0,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0.03333333333333334
255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
256,0.1,0.6,0.4,0.4,0.0,0.4,0.3,0.2,0.0,0.26666666666666666
257,0.5,0.3,0.4,0.3,0.3,0.1,0.4,0.3,0.3,0.3222222222222222
258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
259,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.011111111111111112
260,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.011111111111111112
261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.011111111111111112
262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
266,0.0,0.0,0.2,0.2,0.1,0.0,0.0,0.0,0.0,0.05555555555555555
267,0.2,0.3,0.5,0.6,0.8,0.5,0.1,0.4,0.6,0.4444444444444444
268,0.4,0.5,0.8,0.6,0.5,0.8,0.3,0.1,0.9,0.5444444444444445
269,0.4,0.2,0.3,0.3,0.2,0.4,0.1,0.0,0.1,0.22222222222222227
270,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.011111111111111112
271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
273,0.1,0.5,1.0,0.9,1.0,0.7,0.7,0.8,0.8,0.7222222222222222
274,0.0,0.1,0.1,0.1,0.1,0.1,0.0,0.1,0.0,0.06666666666666667
275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
276,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.011111111111111112
277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
278,0.1,0.3,0.2,0.0,0.7,0.4,0.0,0.0,0.1,0.20000000000000004
279,0.5,0.3,0.9,0.6,0.6,0.2,0.0,0.8,0.5,0.48888888888888893
280,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
281,0.4,0.5,0.9,0.7,0.3,0.5,0.1,0.0,0.2,0.4
282,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.022222222222222223
283,0.2,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.1,0.06666666666666667
284,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.011111111111111112
285,0.5,0.7,0.7,0.7,0.8,1.0,0.9,0.9,0.8,0.7777777777777778
286,0.1,0.5,0.6,0.5,0.2,0.3,0.1,0.8,0.8,0.4333333333333333
287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
289,0.1,0.2,0.4,0.2,0.3,0.6,0.4,0.5,0.4,0.34444444444444444
290,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.011111111111111112
291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.011111111111111112
292,0.0,0.1,0.0,0.0,0.1,0.0,0.1,0.1,0.0,0.044444444444444446
293,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.03333333333333334
294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.011111111111111112
295,0.0,0.0,0.1,0.1,0.2,0.0,0.0,0.3,0.3,0.1111111111111111
296,0.2,0.2,0.0,0.1,0.3,0.3,0.1,0.0,0.3,0.16666666666666669
297,0.5,0.3,0.1,0.5,0.2,0.5,0.1,0.2,0.4,0.3111111111111111
298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.011111111111111112
299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
301,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.0,0.0,0.03333333333333334
302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
303,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.011111111111111112
304,0.4,0.0,0.6,0.3,0.2,0.5,0.6,0.9,1.0,0.5
305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
306,0.4,0.6,0.3,0.3,0.3,0.2,0.2,0.5,0.6,0.3777777777777778
307,0.1,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.03333333333333334
308,0.0,0.1,0.1,0.4,0.0,0.4,0.3,0.1,0.0,0.15555555555555556
